Timestamp,Delta,Theta,Alpha,Beta
2026-02-11 12:14:56.986665,0.5654457547410094,0.06435199405418292,0.059011786613562586,0.09095710344569852
2026-02-11 12:14:57.034292,0.5637148373968905,0.06552679177771278,0.06262071686832575,0.0880017147024699
2026-02-11 12:14:57.082029,0.5485031217700789,0.06889377531261946,0.06786195210197245,0.0860243704301674
2026-02-11 12:14:57.127421,0.5234161484574441,0.0736316935632647,0.07352428204089693,0.08595698976570541
2026-02-11 12:14:57.173792,0.49353252487758764,0.07832794732260262,0.07809836104472676,0.08869319144685499
2026-02-11 12:14:57.220989,0.4648020960128515,0.08137365605427775,0.08009209690410701,0.09477294431802098
2026-02-11 12:14:57.268719,0.4425360082238751,0.08140829436685952,0.07853926383875702,0.10415990236009325
2026-02-11 12:14:57.315897,0.42946960720749816,0.07784404015675098,0.07360287006855934,0.11612282574999068
2026-02-11 12:14:57.362766,0.42415659105096,0.07102395420487434,0.06665398196166505,0.12948753827581627
2026-02-11 12:14:57.410884,0.4220861934023061,0.06225439234243022,0.05941654179076629,0.1427990436242126
2026-02-11 12:14:57.457311,0.41743232585221585,0.05346519960508486,0.053575144761582594,0.1547594930114849
2026-02-11 12:14:57.524686,0.40444583776284815,0.04637089050855386,0.050473708737658565,0.1646192961326624
2026-02-11 12:14:57.565095,0.3787747254072788,0.04206987810820406,0.05088219314187187,0.1720576218580394
2026-02-11 12:14:57.610569,0.34238134913705626,0.04106760174511989,0.05493890605661983,0.17629242518944832
2026-02-11 12:14:57.659932,0.34238134913705626,0.04106760174511989,0.05493890605661983,0.17629242518944832
2026-02-11 12:14:57.708361,0.27845165693715684,0.045502168254916694,0.06976743167466627,0.16870164004066546
2026-02-11 12:14:57.751265,0.27930598822742503,0.04822066397905086,0.07642751090294718,0.15578986679540513
2026-02-11 12:14:57.797961,0.3072899538156094,0.05021870257390884,0.0802395836113456,0.14029581498272356
2026-02-11 12:14:57.845494,0.35071366955888433,0.0521647226819567,0.08062861752396305,0.12683315525873795
2026-02-11 12:14:57.892880,0.3937246849952513,0.05548600086192437,0.07794382390145786,0.11893840719084756
2026-02-11 12:14:57.939527,0.42514634700958676,0.06145186841856583,0.07286830535659862,0.11803653349006314
2026-02-11 12:14:57.984472,0.4404734179661537,0.07051349692113314,0.0661773558269423,0.12375013740939236
2026-02-11 12:14:58.032836,0.439833885799152,0.08237382672851215,0.05890381410719806,0.13505132593913807
2026-02-11 12:14:58.077426,0.4270632893937875,0.09627730279125163,0.05220071951449693,0.15056268221446717
2026-02-11 12:14:58.142418,0.41126862867205805,0.10920604514421835,0.04706847876812591,0.1670141991113445
2026-02-11 12:14:58.189338,0.4106677539540923,0.11615817445516267,0.04360370269641789,0.17793459186574617
2026-02-11 12:14:58.234938,0.4457057015017448,0.11309942124314967,0.041027429008162336,0.17588516805787302
2026-02-11 12:14:58.279919,0.5173313212123622,0.09982521515252156,0.038283876170680575,0.15896812828986231
2026-02-11 12:14:58.327063,0.6028107339706391,0.08235666414682581,0.03507528486673173,0.13381743233198945
2026-02-11 12:14:58.373511,0.6795319056631963,0.06669190632378535,0.031854811401550186,0.10883818767359389
2026-02-11 12:14:58.422513,0.7379015944514582,0.0549866274687018,0.029078448654920687,0.08831741577357836
2026-02-11 12:14:58.471574,0.7783138982204114,0.04780836162721374,0.027010071630619425,0.07272526548525948
2026-02-11 12:14:58.519009,0.8042928690320289,0.045045817542907464,0.025693649373228107,0.06123120281592346
2026-02-11 12:14:58.566306,0.8200430731915969,0.045769576880321475,0.02494970664323445,0.05270309029654353
2026-02-11 12:14:58.610155,0.8301881484355769,0.0484218616854274,0.024316884762906363,0.045817909073678866
2026-02-11 12:14:58.671779,0.8564649533327278,0.0508978697724511,0.02118993619324748,0.03307709803666369
2026-02-11 12:14:58.720171,0.8756039268282305,0.047464470523696865,0.018549930600873173,0.027222436121144448
2026-02-11 12:14:58.768732,0.8756039268282305,0.047464470523696865,0.018549930600873173,0.027222436121144448
2026-02-11 12:14:58.827246,0.9079449710824662,0.037509764117801866,0.013909664662035831,0.01946635324475466
2026-02-11 12:14:58.877363,0.916897296681505,0.03396327895144754,0.012483654026119331,0.017797225403600302
2026-02-11 12:14:58.920890,0.9207354096335317,0.03201440376144533,0.011652571444378593,0.01742527216042114
2026-02-11 12:14:58.985896,0.9207354096335317,0.03201440376144533,0.011652571444378593,0.01742527216042114
2026-02-11 12:14:59.017701,0.9121354747906348,0.0329661958124991,0.011530336838911788,0.020836144248289647
2026-02-11 12:14:59.077695,0.897453039900064,0.036132734156715786,0.012213413708215989,0.025246157600989014
2026-02-11 12:14:59.124933,0.8729709087727884,0.040935666148180755,0.013426142027459747,0.03214592779010624
2026-02-11 12:14:59.170147,0.836192372817328,0.04828347492305414,0.015302363620282188,0.04203699073568496
2026-02-11 12:14:59.218353,0.7863263927386176,0.0576436261620905,0.018157574540983212,0.054752208858214794
2026-02-11 12:14:59.264984,0.7292640539848049,0.06807729198194806,0.02236977438906912,0.06847601008490177
2026-02-11 12:14:59.311572,0.6767683251917203,0.07957721253879887,0.028039874157862146,0.08006634641689327
2026-02-11 12:14:59.359184,0.6360574568807204,0.09438485762398992,0.03468313200305266,0.08799082505626891
2026-02-11 12:14:59.404060,0.6040664027450829,0.11590158402369341,0.04137594773672746,0.09320032486550493
2026-02-11 12:14:59.450519,0.5751610843823356,0.14595194657230162,0.047057539270379777,0.09692295931480305
2026-02-11 12:14:59.500366,0.5486099176907582,0.1836929019900167,0.05068710524447501,0.09948654532590352
2026-02-11 12:14:59.535098,0.5258822115030846,0.22388324293973688,0.05186457680582943,0.10082496470664415
2026-02-11 12:14:59.591334,0.5082048203113031,0.2600009296763267,0.05090065325312288,0.10083246275350512
2026-02-11 12:14:59.637660,0.49733664280547357,0.28851039154100233,0.04862688298357492,0.0996819243599775
2026-02-11 12:14:59.684931,0.4937707835980086,0.30569678128338973,0.046178449511046646,0.09810077703071562
2026-02-11 12:14:59.717939,0.4953063158153347,0.31033646958568284,0.04454479548964026,0.09712230446569169
2026-02-11 12:14:59.778852,0.49814525468470866,0.3046401463669925,0.04468745997273856,0.09784479008910284
2026-02-11 12:14:59.812979,0.4968340694536625,0.2915018414716694,0.04736883253492473,0.1011825004555375
2026-02-11 12:14:59.870892,0.48721871796144045,0.27435967044947185,0.053170971393088955,0.10743911124522793
2026-02-11 12:14:59.904647,0.46651834285028565,0.25676964100103533,0.06246263219907047,0.11601939619338043
2026-02-11 12:14:59.964603,0.4333155807032007,0.24017451895834052,0.0750536904279065,0.12539638572052147
2026-02-11 12:15:00.009820,0.3903156538558858,0.22581148752577215,0.08996822532672161,0.1331459708473152
2026-02-11 12:15:00.055291,0.34571200112258316,0.2125192233160344,0.10481028826195697,0.13619010736376913
2026-02-11 12:15:00.104904,0.30987553486598607,0.19728654725515632,0.11691853706776233,0.13313843929073813
2026-02-11 12:15:00.149728,0.287890130407713,0.17939595361003677,0.12533527980917814,0.12570716754013217
2026-02-11 12:15:00.199196,0.27680211897883567,0.15906949080119803,0.13124043874093078,0.11709845581470534
2026-02-11 12:15:00.246286,0.26894717549156255,0.13666240148195583,0.13623081333497788,0.11046403705068245
2026-02-11 12:15:00.293370,0.2570498009295564,0.11370662009697219,0.14105845453884977,0.10828524405267996
2026-02-11 12:15:00.339263,0.23914426885009468,0.09369719120172265,0.14555559429068454,0.11219490216298725
2026-02-11 12:15:00.385889,0.21781119138940236,0.08018009663100098,0.149180909127482,0.12255837734124414
2026-02-11 12:15:00.431814,0.19940272383672697,0.07456301061066742,0.150717545850157,0.13851433767449559
2026-02-11 12:15:00.481732,0.19409852531729105,0.07554671470933651,0.14840311321141553,0.1572562304035834
2026-02-11 12:15:00.526516,0.21032433576392592,0.0792366358914036,0.14136271449165574,0.17458958566765495
2026-02-11 12:15:00.573498,0.24793446752214426,0.08127559039430625,0.1306206521562268,0.18679417183980007
2026-02-11 12:15:00.620469,0.24793446752214426,0.08127559039430625,0.1306206521562268,0.18679417183980007
2026-02-11 12:15:00.668048,0.3513775105582966,0.07423898565055892,0.10696492858600282,0.19157484266509867
2026-02-11 12:15:00.715372,0.3973075029219517,0.06716738146895197,0.09827915201775643,0.18615502115199845
2026-02-11 12:15:00.760458,0.43164890642032727,0.059622227676843144,0.0931401240547387,0.1778384461496779
2026-02-11 12:15:00.807496,0.45164653294037715,0.052609960083734635,0.09123449413887433,0.1684824456190089
2026-02-11 12:15:00.853558,0.45606055123628947,0.04716753113785397,0.09168879797599479,0.15947548630046537
2026-02-11 12:15:00.900984,0.4459316528006214,0.04405787160743271,0.09301652006324215,0.15178471881383246
2026-02-11 12:15:00.948750,0.4265967424070458,0.04308254351924198,0.09322163899719013,0.1457077682500404
2026-02-11 12:15:00.991955,0.4107571509808687,0.04317558569586843,0.08948419092754575,0.13996909664051718
2026-02-11 12:15:01.038414,0.41468470099547594,0.042903662824183786,0.08006126292269235,0.1325483723234074
2026-02-11 12:15:01.087547,0.44932431026567476,0.04108532248876461,0.06599371951737222,0.12241668576432793
2026-02-11 12:15:01.135049,0.5100713571100962,0.03724284890513362,0.05081044875722449,0.1106555433622053
2026-02-11 12:15:01.182096,0.5805806198978182,0.033045339297607806,0.038078653546832784,0.0994640523542776
2026-02-11 12:15:01.227446,0.6450006303555377,0.029579547753147167,0.029367975704759245,0.09057288890810354
2026-02-11 12:15:01.275883,0.6950404738332812,0.026733503357676484,0.02452611526520618,0.08458401833245101
2026-02-11 12:15:01.320116,0.7289420505257529,0.02511060870849003,0.022646390902673744,0.08128706272900561
2026-02-11 12:15:01.368449,0.747889170046254,0.024807601127197834,0.022800381494664092,0.08037374084081556
2026-02-11 12:15:01.416616,0.7539566506646564,0.025837633925904144,0.024310958782757894,0.0814891935701321
2026-02-11 12:15:01.460736,0.748332326917136,0.027977532239430114,0.02689700379963215,0.08417447909813291
2026-02-11 12:15:01.510062,0.7306995791339789,0.03147087330678273,0.030709731627532415,0.08809784241132632
2026-02-11 12:15:01.556018,0.6994503424027758,0.03663953452793874,0.03610877634946652,0.09302885318322775
2026-02-11 12:15:01.604378,0.652822573894433,0.043749853881319786,0.04353600334210831,0.0987094315417789
2026-02-11 12:15:01.652373,0.5902800776645136,0.0521472763593153,0.05354047343393211,0.1047708291760411
2026-02-11 12:15:01.699351,0.5143165605413764,0.06045515983425302,0.06648666487308104,0.11108377982468333
2026-02-11 12:15:01.747802,0.430799778595704,0.06741541264640531,0.08213810354084392,0.11813356542074366
2026-02-11 12:15:01.782504,0.34606504567694263,0.07241258289383695,0.09995731472400089,0.1265311018625435
2026-02-11 12:15:01.837251,0.26729131166834963,0.07531209082529902,0.11895145297769041,0.13598678493225116
2026-02-11 12:15:01.883422,0.2013515135238568,0.07548559225167245,0.1371850235189503,0.14516724017803456
2026-02-11 12:15:01.934218,0.15311953978076265,0.07205981797327705,0.15245408810263658,0.15226818535943568
2026-02-11 12:15:01.978449,0.1249075650292794,0.06643618974248411,0.16255973881996294,0.15616731128051622
2026-02-11 12:15:02.023710,0.11561492042477509,0.0597779289451006,0.16619585630519396,0.15677611956953683
2026-02-11 12:15:02.073534,0.1221995483424747,0.05357109569732655,0.163949731824847,0.154364159804108
2026-02-11 12:15:02.118691,0.13920632248094195,0.049094081226190564,0.15798261229870783,0.14961397885815458
2026-02-11 12:15:02.164728,0.16011382185783907,0.04714008886310622,0.15112874000767154,0.1437664602552016
2026-02-11 12:15:02.212538,0.18019592289498776,0.047090586189037276,0.1458680605937458,0.13804415267492837
2026-02-11 12:15:02.257663,0.19699932450623306,0.0476618189233581,0.14339605770964345,0.133339613247722
2026-02-11 12:15:02.303349,0.21036415455083282,0.048314232921506765,0.14368526548209481,0.13029806238060998
2026-02-11 12:15:02.351395,0.22102855402330268,0.048248201622095,0.14578846560073752,0.12906516024776007
2026-02-11 12:15:02.393511,0.22953314403367392,0.047135307445275276,0.14833690035068148,0.12939987864000693
2026-02-11 12:15:02.437263,0.2357731803641371,0.04576008281696755,0.1501422953006905,0.13124441948761664
2026-02-11 12:15:02.507213,0.24052219382262088,0.04394227832425775,0.1499287050780261,0.1343793962389944
2026-02-11 12:15:02.553119,0.24922665342298395,0.042027759411346226,0.14602613705967765,0.13775836058825752
2026-02-11 12:15:02.599470,0.26998093798215883,0.04051137306747239,0.13702594780717048,0.1398925262197876
2026-02-11 12:15:02.647619,0.35857477990769704,0.039758052780501416,0.10606983518158913,0.13847219542055114
2026-02-11 12:15:02.694140,0.4227774255450193,0.04140995734678844,0.08809601668619797,0.13554131648048906
2026-02-11 12:15:02.738781,0.5056261451862951,0.042483319031672274,0.06972725046181412,0.12881058042395774
2026-02-11 12:15:02.785137,0.5056261451862951,0.042483319031672274,0.06972725046181412,0.12881058042395774
2026-02-11 12:15:02.832842,0.6099418261395033,0.04109556300685464,0.05126188629330931,0.11446093932330947
2026-02-11 12:15:02.879380,0.7180616343234636,0.03677043181874086,0.03483666351353223,0.09371286591994904
2026-02-11 12:15:02.925266,0.804030466581234,0.03105402379353775,0.023026090149691134,0.07330865196932838
2026-02-11 12:15:02.973194,0.859417746924357,0.0265211035215822,0.016096596301138234,0.058073921994215814
2026-02-11 12:15:03.021928,0.8904950997579224,0.02383900667592077,0.012745829793913515,0.04877857820189246
2026-02-11 12:15:03.066693,0.90940614480357,0.02233066021803768,0.01207622090063279,0.044050255312371285
2026-02-11 12:15:03.117113,0.9053989166866291,0.023386718829986324,0.01350168109594648,0.047182131754828986
2026-02-11 12:15:03.162065,0.8945555724471579,0.02574010997215487,0.015758681219771233,0.05381916386017252
2026-02-11 12:15:03.208934,0.8945555724471579,0.02574010997215487,0.015758681219771233,0.05381916386017252
2026-02-11 12:15:03.259631,0.877713379289235,0.029752294310799343,0.018725078080777682,0.0636600712078148
2026-02-11 12:15:03.317381,0.8573884965731834,0.03538111230534695,0.021946042293642123,0.07499072017289002
2026-02-11 12:15:03.364025,0.8325918205921412,0.047410691888994605,0.025227592833031085,0.08667529349276169
2026-02-11 12:15:03.408527,0.836004577489929,0.05040134107919755,0.024274248036584536,0.08275947227710084
2026-02-11 12:15:03.453964,0.8446162007208685,0.05175846414875466,0.022544153681549797,0.07589666686351505
2026-02-11 12:15:03.501392,0.8518276852772781,0.052179944137820865,0.021035622296206972,0.06969359587858183
2026-02-11 12:15:03.549547,0.8538125157473164,0.053285042626661165,0.020391033670586745,0.06612334102274696
2026-02-11 12:15:03.598716,0.848502914203996,0.05586161753484253,0.0209252191637096,0.06603243834568844
2026-02-11 12:15:03.643545,0.8339405679846739,0.05982646695277659,0.022923125988644676,0.06986269061588865
2026-02-11 12:15:03.688750,0.8081184140808886,0.0661782023201099,0.02686814591972676,0.07815250668637984
2026-02-11 12:15:03.736551,0.7677943116561275,0.07528225841391972,0.03342454122728914,0.09171300600455429
2026-02-11 12:15:03.782916,0.7094990410426049,0.08733694602607353,0.04332732745802563,0.11123090077971776
2026-02-11 12:15:03.832080,0.6355859490520701,0.1010404534859752,0.05638580740615156,0.13510690523008567
2026-02-11 12:15:03.876889,0.5648134438172441,0.11092106151444035,0.06967654092863174,0.15585595294889043
2026-02-11 12:15:03.923028,0.5318454368452921,0.11067721563837689,0.07719420976646986,0.16150366864096116
2026-02-11 12:15:03.971054,0.5503085051659049,0.10025816344573622,0.07585559149252437,0.14886336007781267
2026-02-11 12:15:04.015828,0.5929927435764505,0.08614109431782985,0.069871559732799,0.12857725024224956
2026-02-11 12:15:04.061580,0.6311604431669519,0.07632626577320528,0.06449525350217887,0.11095009792669104
2026-02-11 12:15:04.109576,0.6529766544104719,0.07202279361003011,0.06200526971768426,0.09957713677283049
2026-02-11 12:15:04.174736,0.6529766544104719,0.07202279361003011,0.06200526971768426,0.09957713677283049
2026-02-11 12:15:04.235601,0.6360565486634014,0.07681475033622126,0.06891984000645472,0.09470182084960271
2026-02-11 12:15:04.283918,0.6229330768593295,0.08109482299298403,0.07145840692489033,0.09712560681807039
2026-02-11 12:15:04.332102,0.6229330768593295,0.08109482299298403,0.07145840692489033,0.09712560681807039
2026-02-11 12:15:04.378477,0.6178527613772284,0.08466973178199809,0.07137438804968982,0.09826655624002273
2026-02-11 12:15:04.423262,0.6233797195209687,0.08661871315178082,0.06831725969671658,0.09694004939523786
2026-02-11 12:15:04.469707,0.6372612569907183,0.08729106175899214,0.06325772650805815,0.09337054131032574
2026-02-11 12:15:04.515905,0.6539804716366571,0.08760776777130327,0.057667053404660114,0.08873752721813642
2026-02-11 12:15:04.566190,0.6682690289378515,0.08842365933181782,0.052891399214008164,0.0841725544213449
2026-02-11 12:15:04.610664,0.6763240581305455,0.09048586447257793,0.04969293712020621,0.08053105782983871
2026-02-11 12:15:04.657708,0.6755645314445502,0.09434596992380274,0.048616289275079,0.07862088479409658
2026-02-11 12:15:04.704273,0.6631540373575113,0.09994384264690147,0.04999740860247307,0.07922390557013306
2026-02-11 12:15:04.750561,0.6377757966166538,0.10577885549054451,0.05397986587099884,0.0826297844436943
2026-02-11 12:15:04.814304,0.5795266679526002,0.10997643029825101,0.06427711217636822,0.09202505193761316
2026-02-11 12:15:04.864099,0.5744833650067074,0.10571255299478893,0.06493101374687685,0.09215921305998022
2026-02-11 12:15:04.910364,0.5931623680546754,0.09953491221359204,0.061219579215147694,0.08798324625784423
2026-02-11 12:15:04.955548,0.6231058599527981,0.09440797430583528,0.055146418910781064,0.08214399165242718
2026-02-11 12:15:04.999972,0.6231058599527981,0.09440797430583528,0.055146418910781064,0.08214399165242718
2026-02-11 12:15:05.064362,0.6744708376726637,0.08839509903977107,0.04407504215469109,0.07436636614476116
2026-02-11 12:15:05.113156,0.6874585269442433,0.08772946086413587,0.04072800631721459,0.07394830752499572
2026-02-11 12:15:05.156496,0.6919527376752168,0.08814971647879881,0.03878073800496159,0.07585842184129965
2026-02-11 12:15:05.221366,0.6888259177918258,0.08945975594252634,0.03798261073599094,0.07977192050650467
2026-02-11 12:15:05.267752,0.6784123067986787,0.09159448015960828,0.038160207444634976,0.0852082213841711
2026-02-11 12:15:05.313730,0.6630658148623263,0.09564646085497734,0.03902833010041669,0.09107117704410389
2026-02-11 12:15:05.378657,0.6395682825531047,0.10679145531138952,0.040589253350684376,0.09587101593124009
2026-02-11 12:15:05.440070,0.6408786742242911,0.11065689690016581,0.040664243469162774,0.0926971631865375
2026-02-11 12:15:05.485347,0.6476466635109787,0.1119366899736634,0.04102908428005083,0.0878631929996484
2026-02-11 12:15:05.531977,0.6529216298436599,0.11075355665860066,0.04263139229076981,0.08384099283282101
2026-02-11 12:15:05.581676,0.6521725162362553,0.10719448694858148,0.046004006737609994,0.08208137462533444
2026-02-11 12:15:05.628965,0.6441114328627753,0.10207384383995476,0.051223996653887514,0.08305016548176418
2026-02-11 12:15:05.675275,0.629838401213059,0.09588481303828805,0.05801946217723838,0.08657074741952724
2026-02-11 12:15:05.722557,0.6122901645350739,0.08886054242963332,0.06552138786416711,0.09202177232850278
2026-02-11 12:15:05.769817,0.5950845820378118,0.0808359944196693,0.07248959030699671,0.09847715389587833
2026-02-11 12:15:05.818889,0.5826889229218826,0.07314544691981797,0.07749365012307376,0.10463541916112565
2026-02-11 12:15:05.864119,0.5770499263448388,0.06706172933505461,0.07967458796913772,0.10935180438714451
2026-02-11 12:15:05.912821,0.5765244712361441,0.06336779247594618,0.07950527036762532,0.11221187914168976
2026-02-11 12:15:05.958241,0.5777608001231114,0.06304894888472674,0.07852727703933483,0.11354447228726662
2026-02-11 12:15:06.004615,0.5764115701858527,0.06619863399048927,0.07875869453239508,0.11398890742410356
2026-02-11 12:15:06.052755,0.5684272103061239,0.0740359528440786,0.08189087314966668,0.11418262135793297
2026-02-11 12:15:06.100379,0.5513343148869055,0.0878439786661831,0.08864749637015099,0.11457133041063497
2026-02-11 12:15:06.145801,0.5237872657766245,0.10793247893133968,0.09862784066450708,0.11533605401234469
2026-02-11 12:15:06.189567,0.48733191555896105,0.13383015198865503,0.110092770485226,0.1162661607722636
2026-02-11 12:15:06.253478,0.44607576292482,0.16269000829133565,0.12005522045296027,0.11727587018437625
2026-02-11 12:15:06.303536,0.40519890235018374,0.19003795402803672,0.12536648227885788,0.1188173368689813
2026-02-11 12:15:06.347676,0.36918760933863054,0.21203571655087175,0.12425547703037124,0.12156563032217722
2026-02-11 12:15:06.393304,0.3405425268649037,0.22636617145962704,0.11704288798063983,0.12603679920337077
2026-02-11 12:15:06.439958,0.31966149054852944,0.2339459741283278,0.10568495370496292,0.13231251132030294
2026-02-11 12:15:06.485978,0.30368170388173316,0.23651920950216296,0.09311096119795235,0.13992906107528585
2026-02-11 12:15:06.533667,0.2723113940467298,0.2329128127163049,0.07504639042971725,0.15628890458945416
2026-02-11 12:15:06.578908,0.2723113940467298,0.2329128127163049,0.07504639042971725,0.15628890458945416
2026-02-11 12:15:06.626129,0.25443500170586975,0.2301234666894243,0.07207959881081906,0.16262738866853646
2026-02-11 12:15:06.674477,0.23954275694960891,0.22640238815677668,0.07269692825188298,0.1654019952713283
2026-02-11 12:15:06.721252,0.2324738315777154,0.22017945148434365,0.0758188032079635,0.16319520103074056
2026-02-11 12:15:06.766289,0.23741122240579193,0.20979404681065164,0.08006955051720312,0.1556041081313569
2026-02-11 12:15:06.815273,0.25561526928875034,0.1948123745092355,0.08461972335181704,0.14377728692478267
2026-02-11 12:15:06.860410,0.2854988784160873,0.17613687830722677,0.08919398108516828,0.1298746822249578
2026-02-11 12:15:06.907977,0.3682359493299965,0.1383386699905279,0.09662946116559937,0.1044475211503381
2026-02-11 12:15:06.960119,0.3682359493299965,0.1383386699905279,0.09662946116559937,0.1044475211503381
2026-02-11 12:15:07.003924,0.4202426010758945,0.1257892301302529,0.09701271072384011,0.09458002342618467
2026-02-11 12:15:07.051476,0.47910240531917914,0.12003509521791489,0.09333854270746017,0.08567004061273467
2026-02-11 12:15:07.098711,0.5412231968171346,0.11989573184397588,0.08603481615500044,0.07700254687529653
2026-02-11 12:15:07.143804,0.6003982398616894,0.12349947542182355,0.07693216732296224,0.06865418650563113
2026-02-11 12:15:07.190287,0.6507850969614938,0.129281951042198,0.06801457952577808,0.06130126449612468
2026-02-11 12:15:07.237677,0.7172074339539292,0.14660140439285788,0.05462722340182813,0.05174121538983787
2026-02-11 12:15:07.284138,0.7364084524161122,0.15563391601897938,0.05029751342418195,0.049424334227179685
2026-02-11 12:15:07.331538,0.7364084524161122,0.15563391601897938,0.05029751342418195,0.049424334227179685
2026-02-11 12:15:07.380421,0.7500384924081738,0.16293435072676335,0.04708559098120349,0.04816144176903861
2026-02-11 12:15:07.423681,0.7616910456361629,0.1667694891602349,0.044687244050515065,0.04732792199995275
2026-02-11 12:15:07.487316,0.7836016826438517,0.16154260080824764,0.04182491642716175,0.04571281029966085
2026-02-11 12:15:07.534058,0.7925564002427166,0.1553691714830405,0.04152256172025509,0.04517414870534698
2026-02-11 12:15:07.582591,0.7967026312870955,0.15004041152774106,0.04190448384003897,0.04511393461878085
2026-02-11 12:15:07.626943,0.7942490177849248,0.1487264404806245,0.042746713284380324,0.0456423664112295
2026-02-11 12:15:07.688595,0.7842107466204097,0.15304925233599814,0.043689010216350736,0.04657163607542091
2026-02-11 12:15:07.733861,0.7686648780957551,0.1628978044782603,0.04424955973185634,0.04734272075154096
2026-02-11 12:15:07.782125,0.7686648780957551,0.1628978044782603,0.04424955973185634,0.04734272075154096
2026-02-11 12:15:07.845006,0.745034133217766,0.18608942230389597,0.04284987977221082,0.045857089321548736
2026-02-11 12:15:07.906443,0.7556088995795325,0.18701967885200935,0.03906987636459247,0.03992149747276735
2026-02-11 12:15:07.953406,0.7556088995795325,0.18701967885200935,0.03906987636459247,0.03992149747276735
2026-02-11 12:15:08.000114,0.7929604213582854,0.16473851462093958,0.03469487109343716,0.03239167091415731
2026-02-11 12:15:08.064497,0.8147330921103088,0.1519316617047854,0.032385260289175946,0.028938732352909786
